text,sentiment,text_length,clean_text
@Vader101 vodka lemonaide eh?  Do you use a citrus vodka? My mouth is watering ,positive,79,vodka lemonaide eh do you use a citrus vodka my mouth is watering
@tjhoush  &quot;I will have more tds than @ogochocinco -- don't worry about me.&quot;  hahaha!  HAWK FANS ARE COUNTING ON IT!  Do not disappoint ,positive,145,quoti will have more tds than dont worry about mequot hahaha hawk fans are counting on it do not disappoint
I miss choir ,negative,13,i miss choir
@ddlovato I love that song. Kelly Clarkson is amazing. ,positive,55,i love that song kelly clarkson is amazing
@catherinegca Great! My mom says she's real' sweet! ,positive,52,great my mom says shes real sweet
@Lotay-- Monday...because after work it's manicures and pomegranite martinis with friends! ,positive,91,mondaybecause after work its manicures and pomegranite martinis with friends
So excited to be visiting Meredith in hattiesburg! ,positive,51,so excited to be visiting meredith in hattiesburg
http://bit.ly/p6K67  lolz i &lt;3 mad.tv ,positive,41,lolz i lt madtv
@jmicaallef YES!!! ,positive,19,yes
i want leak and potato soup. ,negative,29,i want leak and potato soup
@melster_yo I feel bad tht both u and I kno tht song ,negative,53,i feel bad tht both u and i kno tht song
@jkbc but... i really had my hopes up for section 224 ,negative,54,but i really had my hopes up for section
@atthemoviestv i really want to see moon but it's out NO WHERE near me.  same with whatever works.  and year one SUCKED!,negative,120,i really want to see moon but its out no where near me same with whatever works and year one sucked
5 more days until Filene's Basement finds out it's destiny...are we out of jobs? A Boston Legend could be no more. ,negative,115,more days until filenes basement finds out its destinyare we out of jobs a boston legend could be no more
Creating a daily schedule to ensure I achieve my everyday goals ,positive,64,creating a daily schedule to ensure i achieve my everyday goals
FCKYEAA I went a whole school day without twitter ,positive,50,fckyeaa i went a whole school day without twitter
**hating.. EVERY second of this.. Wtttfffffffff.......... I wouldd have come thru for *you* regardless....  druggin myself &amp; knockin out..,negative,142,hating every second of this wtttfffffffff i wouldd have come thru for you regardless druggin myself amp knockin out
@Alyssa_Milano Thats a Great Picture and wow really thats so sad ,negative,65,thats a great picture and wow really thats so sad
Fell Asleep. Woke up to Fall Back Asleep only this time I'm saying GoOdnight. ...Night!  LOL http://tinyurl.com/lgkfll,positive,118,fell asleep woke up to fall back asleep only this time im saying goodnight night lol
Just ran over a possum! It went straight for me. Did a lap &amp; couldn't find it. Maybe it's ok... ,negative,100,just ran over a possum it went straight for me did a lap amp couldnt find it maybe its ok
the magic came thru  now time to beat the lakers ,positive,49,the magic came thru now time to beat the lakers
meeting up with @jonathanhochan at New Hope ,positive,44,meeting up with at new hope
In one week I'll be one of the idiots standing in line for the WWDC Keynote ,positive,76,in one week ill be one of the idiots standing in line for the wwdc keynote
Sooo damn bored  HELP ME PLEASE ...,negative,35,sooo damn bored help me please
@TriciaVoulgaris love you tooooo i miss you! ,negative,45,love you tooooo i miss you
@PheasantPhun @shustonphotos @jelo45110 He is probably like that whack job that tried to befriend the bears and we all know what happened ,positive,138,he is probably like that whack job that tried to befriend the bears and we all know what happened
"God, i feel like getting on stickam, but no-ones on. ",negative,53,god i feel like getting on stickam but noones on
WOOOOOOOO I get my new car today  soooooo excited  xx,positive,53,woooooooo i get my new car today soooooo excited xx
@getsmeoff they haven't said who's @ which 1 yet. But there's some pretty good bands on the list. None of our boos though ,negative,122,they havent said whos which yet but theres some pretty good bands on the list none of our boos though
@Slog Lolllz  Yeahhhh!! (Sorry for the late answer !!) - and thanks for the link!,positive,81,lolllz yeahhhh sorry for the late answer and thanks for the link
@charltonbrooker You've got my sympathy - I've got to go have my back X-rayed ,negative,78,youve got my sympathy ive got to go have my back xrayed
@MariaLKanellis my dad just made me cry for the 4th time today and all i did was ask  him to tie my hand gloves  why does he hate me :'(,negative,136,my dad just made me cry for the th time today and all i did was ask him to tie my hand gloves why does he hate me
why'd she eat all the steak ,negative,28,whyd she eat all the steak
@NHHickChick atleast u have a good excuse other than being tired!   have a safe trip!,negative,85,atleast u have a good excuse other than being tired have a safe trip
what a disaster.  my prayers go out to the victims of the crash.  http://tinyurl.com/mmcpsv,negative,91,what a disaster my prayers go out to the victims of the crash
@hypnophil not so chuffed bout it being here either!!! ,negative,55,not so chuffed bout it being here either
"looking at bags for school, but i dont see the one i want ",negative,58,looking at bags for school but i dont see the one i want
@LMarle great pick on the projects!  Tonight was a solllid night in the gym for me as well ,positive,91,great pick on the projects tonight was a solllid night in the gym for me as well
@ufntarah i'm not sure if i can make it yet i don't know what i'm doing saturday. will email you when i have it figured out ,positive,124,im not sure if i can make it yet i dont know what im doing saturday will email you when i have it figured out
@purplensive Don't count on it ,negative,31,dont count on it
@duanemoody it did..first gen could play ps2 games and it upgraded graphics..current gens cannot. Unfortunately. My first gen PS3 broke ,negative,136,it didfirst gen could play ps games and it upgraded graphicscurrent gens cannot unfortunately my first gen ps broke
"@LadyPunk77 Yay that's the way to go, retail therapy cures everything ",positive,70,yay thats the way to go retail therapy cures everything
"Bummed, my grandma left to go back to NY. ",negative,42,bummed my grandma left to go back to ny
@modwheelmood where does someone like myself obtain copies of PtP on cd &amp; vinyl? i'm nowhere near any of these shows and want them! ,negative,136,where does someone like myself obtain copies of ptp on cd amp vinyl im nowhere near any of these shows and want them
It's National Donut Day! ,positive,25,its national donut day
@dannygokey Love the new pics you are posting...nice glasses!  and that hand made charm is awesome!,positive,99,love the new pics you are postingnice glasses and that hand made charm is awesome
cant have my hands smooth for tommorows rocky rides. ,positive,53,cant have my hands smooth for tommorows rocky rides
The only thing imma be missing back at home is Kim Kardashian at club Edge in Fresno ,negative,85,the only thing imma be missing back at home is kim kardashian at club edge in fresno
@puzle I know...Sigh ,negative,21,i knowsigh
@WordyDirts Thanks  your my first lol,positive,37,thanks your my first lol
@say_05 haha. you'll have to go to school ahead of me. ,positive,55,haha youll have to go to school ahead of me
near my goal. Huh likfes tough. ,negative,32,near my goal huh likfes tough
@dorapanariti sounds great actually! I have never been to Athens and would love to go! ,positive,87,sounds great actually i have never been to athens and would love to go
"@ddlovato thats good point, but think just in you...i gotta go..sweet dreams ",positive,77,thats good point but think just in youi gotta gosweet dreams
@_elphaba i haven't seen Control yet ,negative,37,i havent seen control yet
"@TheRealJordin Hey Jo, I was wondering if i could get a shout out cuz I spent like $200 on my ticket tonite cuz I thought I'd meet u ",negative,133,hey jo i was wondering if i could get a shout out cuz i spent like on my ticket tonite cuz i thought id meet u
@redsoxmonkey Thanks for sharing. I'm glad you were not hurt. ,positive,62,thanks for sharing im glad you were not hurt
"@missvina Lucky you, Michael ",negative,29,lucky you michael
"@liberallisa Yes, my dear... you are ",positive,37,yes my dear you are
is still a mess...she misses her puppy  thanks to everyone who has been supportive of me while I wallow in my misery,negative,116,is still a messshe misses her puppy thanks to everyone who has been supportive of me while i wallow in my misery
listening 2 my grandmother talk about how i should eat properly shes pretttty smart  my family is actually in their own way hehhee,positive,130,listening my grandmother talk about how i should eat properly shes pretttty smart my family is actually in their own way hehhee
@spitorswallow wish I could...but the seasons don't change 365 days of the year. ,negative,81,wish i couldbut the seasons dont change days of the year
"O my god, I'm so nervous! ",positive,26,o my god im so nervous
@officialLatrice Und wie toll ein iPhone ist ,positive,45,und wie toll ein iphone ist
I'll have to wait to tweet because my phone battery ran out! Buuuuu ,negative,68,ill have to wait to tweet because my phone battery ran out buuuuu
I. HAVE. CRAMPS.  I will be sleeping till Monday....  ,negative,54,i have cramps i will be sleeping till monday
Just had a piece of a lovely carrot cake. ,positive,42,just had a piece of a lovely carrot cake
is officially done with school!   Let summer begin!,positive,51,is officially done with school let summer begin
Just got back from taking my brother to the airport  be safe I'll miss you,negative,74,just got back from taking my brother to the airport be safe ill miss you
My head hurts ,negative,14,my head hurts
In melissa's bed reading the crucible whilst she revises ,positive,57,in melissas bed reading the crucible whilst she revises
"watching the simpsons, the movie ",positive,33,watching the simpsons the movie
@GrassyGrassy well thats not out of the ordinary at all. ,negative,57,well thats not out of the ordinary at all
Busy sorting through my teas. Think I may have a bit of a problem!   http://twitpic.com/4hkvz,positive,93,busy sorting through my teas think i may have a bit of a problem
"so tired, didnt fall asleep till 1, at 2: was woken by movement, 4: the sun, 6: SOMEONE throwing their phone across the room ",negative,125,so tired didnt fall asleep till at was woken by movement the sun someone throwing their phone across the room
this game is awesome.  http://bit.ly/MKGW0,positive,42,this game is awesome
Here's what makes me sad: I pick a 7am flight b/c homos in SF want me to get there early (noon) and then they flake  argh!,negative,122,heres what makes me sad i pick a am flight bc homos in sf want me to get there early noon and then they flake argh
Instant Internet Marketing EMPIRE! + *BONUS* recoup your investment in 24 hours or less  http://megaredpacket.com/?&amp;aff_id=10596,positive,132,instant internet marketing empire bonus recoup your investment in hours or less
stop sneezing please.  http://plurk.com/p/rnx2s,negative,47,stop sneezing please
aabinker@ no hair dye on the cealing ,positive,37,aabinker no hair dye on the cealing
@greekshow Yes! They're my favorite shipper! They should be together a long time ago! But I still like Max... ,negative,110,yes theyre my favorite shipper they should be together a long time ago but i still like max
OMG ....never eat &quot;fried pickle.&quot;  It's horrible.  http://en.wikipedia.org/wiki/Fried_pickle,negative,102,omg never eat quotfried picklequot its horrible
"@bellabellini well you could do the work visa, or visiting visa, or wait marry me, and you are US citizen  I am a dreamer. we should talk",positive,137,well you could do the work visa or visiting visa or wait marry me and you are us citizen i am a dreamer we should talk
@MKupperman Doh!  You're right.  I was thinking George Peppard didn't start doing that until the A-Team. Too much time has passed. ,negative,131,doh youre right i was thinking george peppard didnt start doing that until the ateam too much time has passed
eww its monday got to go to school ughhhh!!!!   ,negative,48,eww its monday got to go to school ughhhh
"@johnmaeda Hi, John. Maybe you'll like these charts.    http://www.dubberly.com/concept-maps",positive,92,hi john maybe youll like these charts
i'm bored. cant sleep well lately ,negative,34,im bored cant sleep well lately
"@Smartah79 it is, but alas, i am stuck inside doing college work  x",negative,67,it is but alas i am stuck inside doing college work x
Beingng Lazy &amp; Hungover.....Back Into Wor @ 5  ---,negative,54,beingng lazy amp hungoverback into wor
@redmantw  Sorry to hear that.  I am going to bed!  You have a blessed day..... Good nite ,positive,90,sorry to hear that i am going to bed you have a blessed day good nite
@gameOVERdose The last one was SO right. That's why I hope that this one is right too ,positive,86,the last one was so right thats why i hope that this one is right too
working on my thesis when I should be out playing in the sun!! ,negative,63,working on my thesis when i should be out playing in the sun
@_CRC_ A very Special Shout Out to Drumma Boy ,positive,46,a very special shout out to drumma boy
"my bro read this sumwer: In a world without borders or fences, we don't need windows or gates - so use LINUX ",positive,109,my bro read this sumwer in a world without borders or fences we dont need windows or gates so use linux
off to spend time with the &quot;circus&quot; I mean my family.   get 7 kids aged 14 months to 6 and it gets alittle crazy!,positive,123,off to spend time with the quotcircusquot i mean my family get kids aged months to and it gets alittle crazy
@thespyglass Still have seven minutes before it is downloaded... So what will it be??? ,positive,87,still have seven minutes before it is downloaded so what will it be
@BeDaddy our scene looks awesome ,positive,33,our scene looks awesome
had lots of fun last night  i needed it!!!,positive,42,had lots of fun last night i needed it
is the luckiest girl in the world! ,positive,35,is the luckiest girl in the world
@panacea81 The video is private ,negative,32,the video is private
i now have a banner on my myspace profile  check it out ,positive,56,i now have a banner on my myspace profile check it out
fuck i cant type chinese in my computer ,negative,40,fuck i cant type chinese in my computer
I watch Wipeout too! ,positive,21,i watch wipeout too
History of weed  http://adjix.com/e7pt,positive,38,history of weed
w00t! Mondai! Let's see if it is blue or not ,positive,45,wt mondai lets see if it is blue or not
Yeesh. American drama series seem to be dropping like flies!! Harsh times ,negative,74,yeesh american drama series seem to be dropping like flies harsh times
My eyes hurt ,negative,13,my eyes hurt
wellll on my way to garden sooooon ,positive,35,wellll on my way to garden sooooon
@michelletripp Don't be too bummed. Saw it @ IMAX Sydney (largest in the world) &amp; felt it was too big. Action seqs were all a blur to me ,negative,141,dont be too bummed saw it imax sydney largest in the world amp felt it was too big action seqs were all a blur to me
@stereojorge ha. At least you don't live as far.  wahh. I have to pee so so bad. Haha. The water on both sides of the bridge doesn't help,negative,137,ha at least you dont live as far wahh i have to pee so so bad haha the water on both sides of the bridge doesnt help
TGIF! enjoy your weekend everyone! Make it a great one no matter what ,positive,70,tgif enjoy your weekend everyone make it a great one no matter what
@shamir I just don't know what to post  Almost no one looks at them. Do you know if there's a way to import my facebook pics to flickr?,negative,135,i just dont know what to post almost no one looks at them do you know if theres a way to import my facebook pics to flickr
@benjibum you common?  i dont think so. have you not seen where you live.  also you have  tiny dog like all the posh people. ,positive,125,you common i dont think so have you not seen where you live also you have tiny dog like all the posh people
"@sirico email kmana yes,hp ini sulit liat email ",negative,48,email kmana yeshp ini sulit liat email
Still missing Dinky ,negative,20,still missing dinky
@cascandar @Crash616 THANK YOU! ,positive,32,thank you
Still waiting for our baby girl to decide to join us. Getting more &amp; more uncomfortable everyday. ,negative,102,still waiting for our baby girl to decide to join us getting more amp more uncomfortable everyday
my laptops operating system was corrupted!!! im using my cousins... ,negative,68,my laptops operating system was corrupted im using my cousins
Singin that girl is Poison with the fam!!!  At the Standard enjoyin life. Love Live It..Im bLessed.,positive,99,singin that girl is poison with the fam at the standard enjoyin life love live itim blessed
@JoelMadden I love that movie!!!  Very cute &amp; yes sad!!  ,negative,61,i love that movie very cute amp yes sad
My left arm has been partially numb all day. ,negative,45,my left arm has been partially numb all day
"workin on papers, studying for exams and writing lesson plans... then escaping to rehearsal ",positive,92,workin on papers studying for exams and writing lesson plans then escaping to rehearsal
has a sore throat. ,negative,19,has a sore throat
"cancelled. parkway police blocked off, motorway at a stand still and round meadowhall queues to end all queues, back home to sulk instead ",negative,138,cancelled parkway police blocked off motorway at a stand still and round meadowhall queues to end all queues back home to sulk instead
Non-monotonic shower controls  http://twitgoo.com/omfd,negative,54,nonmonotonic shower controls
@_Idance_  ME TOO!!!!!  its horrible...and by the way missy u never called me back!,negative,83,me too its horribleand by the way missy u never called me back
blweah.  my magazines are here ! -winks-,positive,40,blweah my magazines are here winks
@jwilphotos you talkin about the pic ,positive,37,you talkin about the pic
"planning, strategizing, preparing, and the like ... it's just too cold to venture outdoors today, thus the indoor strategy session ",positive,131,planning strategizing preparing and the like its just too cold to venture outdoors today thus the indoor strategy session
@stewie__ Wish I could go to bed! Hmm. I love you. I'll see you when I get home at an ungodly hour. I really wanna go out tomorrow w/you! ,negative,138,wish i could go to bed hmm i love you ill see you when i get home at an ungodly hour i really wanna go out tomorrow wyou
"@MGiraudOfficial  i want to meet you in dallas, in july.  please tell me how to make this happen. i will love you forever. ",positive,123,i want to meet you in dallas in july please tell me how to make this happen i will love you forever
@KhloeKardashian everytime I call its busy ,negative,43,everytime i call its busy
oh thank you all for #savechuck - yay!!!  Too bad TSCC was terminated ,negative,70,oh thank you all for savechuck yay too bad tscc was terminated
why would you share the existence of this person ,negative,49,why would you share the existence of this person
Brutally hurt by India's T20 performance.... ,negative,45,brutally hurt by indias t performance
@annie925 i know  but to my surprise i actually did really well in science! haha,negative,80,i know but to my surprise i actually did really well in science haha
"had a great night, despite the massive hangover headache that i'm now experiencing...tommy's bacalaureate at 4 &amp; back to work tomorrow ",negative,139,had a great night despite the massive hangover headache that im now experiencingtommys bacalaureate at amp back to work tomorrow
@SaileshR Ah but that's more than I interact than most! Plus anyone who talks about Lost is fine with me ,positive,105,ah but thats more than i interact than most plus anyone who talks about lost is fine with me
"work, then season finale of gossip girl ",negative,40,work then season finale of gossip girl
Yay...Im gonna preorder my A Skylit Drive CD on Smartpunk.com It comes out JUNE 9th... ,positive,87,yayim gonna preorder my a skylit drive cd on smartpunkcom it comes out june th
"@IfUSeekLizzie I'm sorry about the pain, sweetie  You don't deserve it&lt;3",negative,75,im sorry about the pain sweetie you dont deserve itlt
@vipvirtualsols oh yeah. Joke. ,positive,31,oh yeah joke
@ShemaiahC right!!!  Lemme  find this video.  Gurlllllll ,negative,57,right lemme find this video gurlllllll
@vict0ria I know right? ,positive,24,i know right
sleep paralysis can scare u in the begning but after u want it again  oh it is so different ...,positive,95,sleep paralysis can scare u in the begning but after u want it again oh it is so different
Jamie dougen #mos bassline sooo good ,positive,37,jamie dougen mos bassline sooo good
Erin had her first hair cut this afternoon  http://bit.ly/Bm8sT,negative,63,erin had her first hair cut this afternoon
@heidipena Noooo! Not a pipe dream! I think you should totally go for it! Start building the essentials for your kit!  Let me know if you,positive,137,noooo not a pipe dream i think you should totally go for it start building the essentials for your kit let me know if you
@Schofe Its quite nice here in Bournemouth  hope it brightens up for you ,positive,73,its quite nice here in bournemouth hope it brightens up for you
@JudithLewis Excellent! Glad to hear there was now weirdness ,positive,61,excellent glad to hear there was now weirdness
damn I missed Conan's first Tonight Show show  ,negative,47,damn i missed conans first tonight show show
@arpit105 why arent you giving credit to TheMorningAfter theme in footer.. why nt support Open source ,positive,102,why arent you giving credit to themorningafter theme in footer why nt support open source
No circus  shoot.,negative,17,no circus shoot
I HATE STUDENT FINANCE!!!!!!!!! it is so god damn confusing ,negative,60,i hate student finance it is so god damn confusing
"@ChristinaStokes So who is going to start our Idol ep thread, if you are at Idol? ",positive,82,so who is going to start our idol ep thread if you are at idol
???? ??? ??????????? ?????????? ??? ?????? ?? Rock am Ring. Wer will? ,positive,70,rock am ring wer will
"@HeartMileyCyrus very romantic  those pics want my love storey to sound like Taylor swifts, and kissing like mileys   lmao ",positive,123,very romantic those pics want my love storey to sound like taylor swifts and kissing like mileys lmao
@brittanybionic shut up! no you not byue ,negative,41,shut up no you not byue
@annomalies - awww poor pup ,negative,28,awww poor pup
@lizakylene his wife is a whore it turns out ,negative,45,his wife is a whore it turns out
"preparing for 3 nights of dinner guests, after multiple soccer games, singing, &amp; other family time.  ",positive,105,preparing for nights of dinner guests after multiple soccer games singing amp other family time
So who care.... ,positive,16,so who care
@milwaukeepolice can I have a warning for night parking instead of a ticket? My landlord never told me I needed a permit and I'm poor. ,negative,135,can i have a warning for night parking instead of a ticket my landlord never told me i needed a permit and im poor
"@sargedunn1 LOL, well we are expecting mostly sunny and 70 today &amp; tomorrow. I'm saying my prayers...we need it for mental health ",positive,134,lol well we are expecting mostly sunny and today amp tomorrow im saying my prayerswe need it for mental health
"@lovebscott....loved your last video, especially the &quot;faluma&quot; remix ",positive,78,loved your last video especially the quotfalumaquot remix
&quot;You did NOT get my castle dude! Mr. Pointy Head's coming after you.&quot; --my sister attempting to play Chess ,positive,117,quotyou did not get my castle dude mr pointy heads coming after youquot my sister attempting to play chess
3 more exams to go ,positive,19,more exams to go
@inaheart BPD awareness month....HMMM.  ,positive,40,bpd awareness monthhmmm
@PK_1 WOO HOOOOOO!! I'm gunna eat em all at once and be sick YEAH!!! ,positive,69,woo hoooooo im gunna eat em all at once and be sick yeah
"@xohanna probs not, no one will have the balls to say anything cause they will feel sorry for her, but not us! ",positive,111,probs not no one will have the balls to say anything cause they will feel sorry for her but not us
@LaughingPuffin have decided to stop following you. Norway is the place to be now... ,positive,85,have decided to stop following you norway is the place to be now
Having Lunch with the other PT at Atrium ,positive,41,having lunch with the other pt at atrium
home from work &amp; havin a wonderful day  qoin to my parent's house if i dont have to work a double. TXT THE CELLULAR !,positive,121,home from work amp havin a wonderful day qoin to my parents house if i dont have to work a double txt the cellular
@balliztik510 ur followed  Have a fabulous evening  xoxo,positive,56,ur followed have a fabulous evening xoxo
#rocketband omg please stop   (rocketband live &gt; http://ustre.am/3BYQ),negative,73,rocketband omg please stop rocketband live gt
"Making tea .. its easy .. Hot water, put the creamer sugar on top and yeah take a lipton tea bag, head off to work .dip the bag . Sip Sip ",positive,138,making tea its easy hot water put the creamer sugar on top and yeah take a lipton tea bag head off to work dip the bag sip sip
"@sweetsheilx Aw it sure did! Mmm I'm okay if i seated far, just to hear them live is damn fine. The ticket is not that expensive though. ",positive,137,aw it sure did mmm im okay if i seated far just to hear them live is damn fine the ticket is not that expensive though
Oh cool it works! Tweeting from my Palm LifeDrive  ,positive,51,oh cool it works tweeting from my palm lifedrive
Going to miss @saramintz when she leaves on Saturday ,negative,53,going to miss when she leaves on saturday
No longer my birthday.  I'm blazed. Its fun.,positive,44,no longer my birthday im blazed its fun
"@Morgaine_LaFay A woman who acts as she chooses, regardless of what she's told she 'should' do by others, lets down no-one. ",positive,124,a woman who acts as she chooses regardless of what shes told she should do by others lets down noone
does not feel guhd. Not guhd at all. ,negative,37,does not feel guhd not guhd at all
I'm a seinor now so I'm thinking about college and it's making my head hurt ,negative,76,im a seinor now so im thinking about college and its making my head hurt
So that's a win for Cav and Pete Kennaugh just misses out on the lead of the Girobio...good cycling yessirs ,positive,108,so thats a win for cav and pete kennaugh just misses out on the lead of the girobiogood cycling yessirs
@AceyTech Now that I've warned I feel fully justified in unfollowing if it gets annoying! Otherwise I'm too nice. ,negative,114,now that ive warned i feel fully justified in unfollowing if it gets annoying otherwise im too nice
jus got n from pontavedra came out wit tha W...i ended on a bad note played a horrible game  oh well paz Spain! im goin home! USA USA USA!,negative,138,jus got n from pontavedra came out wit tha wi ended on a bad note played a horrible game oh well paz spain im goin home usa usa usa
"@eratyptin sorry, yes... my company name is my screen name... i had gone out for food.  back now.  ",positive,99,sorry yes my company name is my screen name i had gone out for food back now
"@BCJelly  thats it, Tuesday night, hes getting a spanking.  ",positive,60,thats it tuesday night hes getting a spanking
Your eyes... I love your bright eyes very much. But this is the last time I can see them. ,negative,90,your eyes i love your bright eyes very much but this is the last time i can see them
got the flu!not the swine flu tho! lol but im heading to a party in melton that has swine flu =S hope i dont catch it! wish me luck!!  ,positive,135,got the flunot the swine flu tho lol but im heading to a party in melton that has swine flu s hope i dont catch it wish me luck
"Morning, still Sick and tired, latin Test today ",negative,48,morning still sick and tired latin test today
@Nanooboy - here is my wall paper  http://twitpic.com/6bgeb,positive,59,here is my wall paper
"Hello, twitters! I've been since 11 in the morning doing the Science work. With headache ",positive,89,hello twitters ive been since in the morning doing the science work with headache
"@techack let me know abt 3G too, once u find out ",positive,49,let me know abt g too once u find out
Back to studying ,negative,17,back to studying
@jdarecruiting You'll be much better on Monday for it! Have a great week ,positive,73,youll be much better on monday for it have a great week
@poi2poi cygwin + PuTTY - lots_of_stuff_you_don't_need_with_Cygwin + a_few_extra_features = http://mintty.googlecode.com ,positive,121,cygwin putty lotsofstuffyoudontneedwithcygwin afewextrafeatures
apparently the tablets I just took 'may cause drowsiness.' ,negative,59,apparently the tablets i just took may cause drowsiness
@collfosh YAY! I'm glad my AC loves me back!   That makes me so so so happy!!  Wish me luck SAT's tomorrow morning and Tuesday morning,positive,134,yay im glad my ac loves me back that makes me so so so happy wish me luck sats tomorrow morning and tuesday morning
@BigDaws and good morning to you big daws  how's your morning??,positive,63,and good morning to you big daws hows your morning
@Jen7850 but you are all usually asleep when I'm awake ,negative,55,but you are all usually asleep when im awake
@polaroidcandy People can be dicks ,negative,35,people can be dicks
I'm upset. I lost my memory card tht had all the JB pics and my sisters grad. pics too! It's like I didn't even go to the concert! ,negative,131,im upset i lost my memory card tht had all the jb pics and my sisters grad pics too its like i didnt even go to the concert
@fourthirtyam Please provide link for info on new Midnight fine point Pilot pen.  I need a new pen for my moleskine.    #pilotpenFTW,positive,132,please provide link for info on new midnight fine point pilot pen i need a new pen for my moleskine pilotpenftw
"@oliviaturbo Wait, wait, wait!!! Who were you talking about?! Wait! I'm the brother?! I totally do not understand what we're talkin about ",negative,138,wait wait wait who were you talking about wait im the brother i totally do not understand what were talkin about
Finally home from fucking work. I have to get up and work again in 5 hours ,negative,75,finally home from fucking work i have to get up and work again in hours
@wendywings OMG that is beautiful!!!! and its your hubbys work bench? gee too beautiful for that man I likie  i likie :LOL ,positive,123,omg that is beautiful and its your hubbys work bench gee too beautiful for that man i likie i likie lol
I don't think I've ever been this bored in my life  shit grrrr,positive,62,i dont think ive ever been this bored in my life shit grrrr
Wow... u havn't been on twitter for awhile... SCHOOL'S OUT!  Party!!!!!,positive,71,wow u havnt been on twitter for awhile schools out party
"I've crossed the drove over 1000 miles mark, not including air time...if there was any.  altitudes over 10k daily.... Maybe... ",positive,127,ive crossed the drove over miles mark not including air timeif there was any altitudes over k daily maybe
no skate police in London...   next time i just wont see you and i wont slide into you!,negative,87,no skate police in london next time i just wont see you and i wont slide into you
goood morning friends!nothing much to do today my boy is going to pass by at night im going to get a haricut 2moro but already nervous ,negative,135,goood morning friendsnothing much to do today my boy is going to pass by at night im going to get a haricut moro but already nervous
"Since people won't respond, all my hype &amp; excitedness 4 the Blink 182 concert is gone. Hope I can figure thisbout &amp; find some way to go ",negative,144,since people wont respond all my hype amp excitedness the blink concert is gone hope i can figure thisbout amp find some way to go
Ugh! Georgraphy Homework..... ,negative,30,ugh georgraphy homework
"@HipHopJunkie951 omg,she's ADORABLE!!!!  I think she's the same one u were holding in ur graduation pic!?!? ",positive,108,omgshes adorable i think shes the same one u were holding in ur graduation pic
@brendalogy argh don't be silly dear ,negative,37,argh dont be silly dear
i love it when matthew makes up silly songs and sings to me over the phone ,positive,75,i love it when matthew makes up silly songs and sings to me over the phone
sunday dinnerr with the boyfriend later ,positive,40,sunday dinnerr with the boyfriend later
@Checkandmate I have alot of great people... check out my #FF's that just passed ,positive,81,i have alot of great people check out my ffs that just passed
"I'm fucking worried, I can't have lost my documents, I can't...  bed time, bonne nuit mes amis..",negative,96,im fucking worried i cant have lost my documents i cant bed time bonne nuit mes amis
@johnwelshphd unable to borrow shares $MTXX on etrade    was feeling confident on that one....will keep my eye on other interesting twits,negative,137,unable to borrow shares mtxx on etrade was feeling confident on that onewill keep my eye on other interesting twits
mikeys friend thats been staying with us brought home some random girl. i like her i think  been filling out job apps since about 2 a.m,positive,135,mikeys friend thats been staying with us brought home some random girl i like her i think been filling out job apps since about am
I changed my puppy's diet and she has been throwing up all night  sorry millie.,negative,79,i changed my puppys diet and she has been throwing up all night sorry millie
To things i wish. 1) i wasn't really tired 2) i was going to warped. ,negative,69,to things i wish i wasnt really tired i was going to warped
@rickyli99: I had 2 hard reset like twice keeps getting frozen ,negative,63,i had hard reset like twice keeps getting frozen
going on a walk in a little while. ,positive,35,going on a walk in a little while
@KimKardashian me too! it was my favorite part of sundays! ,negative,59,me too it was my favorite part of sundays
"There's a terrified raccoon stuck in a storm drain, and we can&quot;t get it open. ",negative,83,theres a terrified raccoon stuck in a storm drain and we canquott get it open
Uhh what can I do against headache? It feels like my head explode ,negative,66,uhh what can i do against headache it feels like my head explode
Still feel like craaaap and like everyone on earth needs to know this lol... Have fun birdies ,positive,94,still feel like craaaap and like everyone on earth needs to know this lol have fun birdies
"@ShuffleArt not so bad lah. Ipoh was at 38 and shenzhen, beijing so much lower but dry ",positive,87,not so bad lah ipoh was at and shenzhen beijing so much lower but dry
just ate a ridiculous amount of strawberries. Yummy ,positive,52,just ate a ridiculous amount of strawberries yummy
"@dvampyrlestat Can't wait 2 c your LJ lay-out.  I was gng  2 post last week n my LJ abt &quot;Legends of d Fa'll&quot; (yeah, watched it finally)",positive,145,cant wait c your lj layout i was gng post last week n my lj abt quotlegends of d fallquot yeah watched it finally
@kellycdb thanks Kelly ,positive,23,thanks kelly
travel for the last 5 days has gotten me way behind on my projects ,negative,67,travel for the last days has gotten me way behind on my projects
@WeTheTRAVIS happy birthday to WTK!! wish all the best for u guys! ,positive,67,happy birthday to wtk wish all the best for u guys
"fuck fuck fuck kidney hurts   Fingers crossed, it's nothing awful.",negative,66,fuck fuck fuck kidney hurts fingers crossed its nothing awful
Happy Birthday Norm! Hanging around..going to the gym...shopping..then Norm's for the night ,positive,92,happy birthday norm hanging aroundgoing to the gymshoppingthen norms for the night
"BTW Congrats on the #hunkalert @earthXplorer, methinks our judge chose well ",positive,76,btw congrats on the hunkalert methinks our judge chose well
"swimming, hookah, drinks and good people.. my house tonight. come over ",positive,71,swimming hookah drinks and good people my house tonight come over
Cafe del facking marr! ,positive,23,cafe del facking marr
wooh.. so tiring.. ,negative,19,wooh so tiring
